#Frame           CRBN CRBNsidetoCrystal       linker         BRD4 BRD4sidetoCrystal
       1       0.0000            0.0000       0.0000       0.0000            0.0000
       2       0.2225            0.2976       0.6079       0.1939            0.2766
       3       0.4800            0.5964       0.8149       0.3959            0.6086
       4       0.9285            1.0483       1.2645       0.7443            0.8526
