#Frame           CRBN         BRD4      CRBNlig      BRD4lig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.5128       0.1687       0.8969       0.7170       0.7304
       3       1.5726       0.1663       0.9692       0.7824       0.8519
       4       1.6015       0.1743       0.9261       0.8236       0.8277
       5       1.6553       0.1776       1.0134       0.7662       0.8826
       6       1.6453       0.1878       1.0107       0.7543       0.7389
       7       1.6491       0.2870       1.4365       0.8273       1.0302
       8       1.6948       0.2618       1.2986       0.7506       1.0148
       9       1.6258       0.2805       1.3623       0.7420       0.8697
      10       1.7024       0.2636       1.2109       0.9228       0.9245
      11       1.6938       0.2912       1.3229       0.8075       0.9744
      12       1.8835       0.5718       2.5342       0.9882       1.8560
      13       1.7867       0.5785       2.0589       0.6492       1.7426
      14       1.9495       0.4973       2.3635       0.5076       1.3132
      15       1.9988       0.4951       1.9881       0.5684       1.4808
      16       1.8657       0.4947       2.3510       0.8626       1.6709
      17       1.9462       0.6733       1.7635       0.5733       2.0405
      18       1.8164       0.7549       1.6931       0.5527       1.8065
      19       2.3281       0.7176       1.2450       0.7608       1.6704
      20       2.4006       0.6716       0.9970       1.0669       1.7491
      21       1.6406       0.9029       1.9373       0.8887       2.4318
      22       2.6874       0.7605       0.9168       0.6560       1.4820
      23       3.5678       0.7516       0.8968       0.7440       1.5887
      24       3.2508       0.8300       1.5223       0.6479       1.3744
      25       2.6333       0.8577       1.2304       0.6166       1.9034
      26       2.6555       0.7958       1.5694       0.5810       1.3428
      27       3.1156       0.8749       1.2446       1.0642       1.2770
      28       2.4297       0.9153       1.2653       0.9244       1.1726
      29       4.3804       0.9149       1.4838       0.7180       1.0534
      30       4.0626       0.8412       1.1630       1.0507       1.3673
      31       2.8171       0.8508       1.6204       0.8632       1.0029
      32       4.4760       0.8782       1.6138       0.8155       1.2834
      33       4.7561       0.7611       1.8124       0.7365       0.9709
      34       4.4026       0.8300       2.0126       0.4424       0.8897
      35       3.6344       0.8738       1.7958       0.7592       1.2204
      36       2.6074       0.7726       1.3158       0.4855       1.3687
      37       3.8309       0.7327       2.1767       0.6926       1.4457
      38       3.2742       0.8451       2.4680       1.0091       1.6599
      39       3.2456       0.9602       2.0277       0.9040       1.1183
      40       2.7291       0.8490       1.6760       1.2271       1.2228
      41       3.9485       0.7011       1.7251       0.7873       1.0302
      42       4.9590       0.7670       2.3651       0.9935       1.1809
      43       3.0960       0.8126       1.6326       0.7604       1.1904
      44       3.4761       0.8481       1.5076       0.9192       0.7454
      45       3.5788       0.7411       2.0928       1.1903       0.9793
      46       3.0711       0.7809       1.4826       0.8527       0.8875
      47       2.7110       0.9004       1.5746       0.8541       1.1483
      48       4.1282       0.6916       2.0299       0.8398       1.0561
      49       3.1794       1.0132       1.3584       1.3930       1.2599
      50       2.4406       0.9853       0.8311       1.1739       1.2793
      51       2.1694       0.8553       1.0534       0.6481       1.1209
      52       3.1870       0.7791       1.7652       0.6716       0.9472
      53       3.7167       0.7402       1.3168       0.8266       1.1704
      54       2.5144       0.7027       1.1448       0.5045       0.9700
      55       2.5308       0.8576       1.4943       0.5293       1.0694
      56       2.8108       0.9216       1.6403       0.6183       1.3146
      57       3.5248       0.8695       1.6772       1.0200       1.1834
      58       3.6357       0.7608       1.7951       0.6753       1.3243
      59       3.8798       0.8216       1.5219       0.5100       1.5093
      60       3.4268       0.6986       1.5310       0.9269       1.0314
      61       2.9180       0.7839       1.3340       0.8177       1.3655
