#Frame           CRBN         BRD4      CRBNlig      BRD4lig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.4409       0.1832       0.8943       0.7042       0.7008
       3       1.5606       0.1729       0.8936       0.8639       0.8532
       4       1.5948       0.1717       0.9985       0.8123       0.8426
       5       1.6437       0.1760       1.0052       0.7320       0.8427
       6       1.6487       0.1801       0.9732       0.7514       0.7864
       7       1.6974       0.2783       1.3824       0.8351       0.8904
       8       1.6367       0.2639       1.3054       0.8090       0.9469
       9       1.6842       0.2898       1.3778       0.7538       0.9807
      10       1.7304       0.2494       1.3250       0.8031       1.1278
      11       1.7059       0.2733       1.2644       0.7251       0.8950
      12       2.0237       0.4897       2.6206       1.1076       1.5220
      13       1.8144       0.4539       1.9523       0.6783       1.3889
      14       1.8494       0.4748       2.7028       0.8217       1.8950
      15       1.9423       0.4839       2.4608       0.8962       1.3804
      16       1.6421       0.5678       2.0038       0.8586       1.6035
      17       3.2384       0.5237       1.3190       0.6134       1.4955
      18       2.7265       0.5561       1.0342       0.8025       1.7362
      19       2.8545       0.5997       1.0125       0.9610       1.3973
      20       2.6102       0.6133       1.6010       0.3778       1.5559
      21       2.3431       0.7588       1.1073       0.7550       1.8002
      22       2.4007       0.7081       1.2968       1.2956       1.6121
      23       3.6441       0.7844       2.4334       1.0126       2.0195
      24       3.4439       0.8715       1.9509       1.3769       1.8881
      25       3.5458       0.8237       2.1441       0.5606       1.5769
      26       3.5111       0.9079       1.9945       1.0157       1.6988
      27       3.3276       0.9090       1.4725       0.7565       1.3079
      28       3.7754       0.9547       2.6309       0.9577       1.8751
      29       5.1841       0.9370       2.9998       0.6574       1.7029
      30       4.4509       0.9901       2.4287       0.4744       1.4642
      31       5.1152       0.9576       2.6458       1.3314       1.5859
      32       4.6016       0.8499       2.5841       0.8341       1.3434
      33       4.6563       0.8069       2.6685       0.7719       1.6160
      34       5.6983       0.9093       2.8746       0.9210       1.6177
      35       2.7925       0.9188       1.5509       0.7861       0.8631
      36       2.1711       0.9044       1.5796       0.7338       1.0031
      37       2.3083       0.8679       1.7908       0.6969       1.3614
      38       1.8467       0.7507       1.5574       0.8614       1.0808
      39       2.0815       0.8783       1.5244       0.5198       1.4241
      40       2.4385       0.8903       1.6372       0.9186       1.0101
      41       2.4673       0.7534       1.6266       0.8381       1.1202
      42       2.7305       0.8168       1.9925       1.0308       1.0111
      43       4.2668       0.8801       2.6685       0.7329       1.1771
      44       2.6671       0.8117       1.8393       0.7016       1.0405
      45       3.2403       0.8893       2.0955       0.8864       1.1010
      46       2.2646       1.0365       2.2444       0.9068       1.4260
      47       1.8672       0.8108       1.5621       1.0179       1.2567
      48       2.0688       0.8424       1.4474       0.9149       1.3490
      49       2.9372       0.8560       1.4927       0.9098       1.2258
      50       2.1861       0.7911       1.9963       0.7262       1.7506
      51       2.5011       0.8456       1.6695       0.5667       1.2177
