#Frame           CRBN         BRD4      CRBNlig      BRD4lig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.4158       0.1782       0.9164       0.5502       0.7108
       3       1.6179       0.1790       1.0241       0.6661       0.7592
       4       1.6590       0.1733       0.8569       0.6504       0.8340
       5       1.6691       0.1702       0.9678       0.7073       0.8845
       6       1.6749       0.1765       0.9929       0.6192       0.7766
       7       1.7002       0.2952       1.0558       0.4974       0.8459
       8       1.6781       0.2910       1.2891       0.4912       0.6718
       9       1.7077       0.2759       1.3282       0.5927       0.8588
      10       1.6514       0.2713       1.1212       0.5918       0.6737
      11       1.7206       0.2699       1.3780       0.5628       0.8117
      12       1.7179       0.5164       1.6184       0.8987       1.0813
      13       1.8308       0.5549       1.5718       0.8123       0.8673
      14       1.8941       0.5475       1.3803       0.5167       0.9070
      15       1.8415       0.4454       1.9590       0.6580       0.9532
      16       1.7940       0.5131       1.3754       0.6818       1.4147
      17       1.7909       0.5782       1.5609       0.5242       1.4338
      18       2.5983       0.7068       1.7557       0.8582       1.8199
      19       1.4766       0.6158       1.3673       0.6024       1.6624
      20       1.8140       0.6131       1.5971       1.2385       1.4448
      21       1.9386       0.5236       1.5555       0.6813       1.2131
      22       1.8729       0.7378       1.6027       1.0833       1.2585
      23       1.7780       0.7398       1.1658       1.1012       1.0249
      24       2.8821       0.6303       2.1013       0.9940       1.4081
      25       3.6099       0.6471       2.0932       1.1529       2.0511
      26       4.3917       0.7054       2.1667       1.1493       1.7474
      27       5.6084       0.6591       2.5593       0.8883       1.8939
      28       4.1231       0.7404       2.2714       1.3123       1.3711
      29       3.2163       0.6638       1.6993       1.2842       1.5910
      30       4.1324       0.7461       1.7168       0.6944       1.3879
      31       3.8538       0.6770       1.9418       1.5757       1.7908
      32       2.4359       0.7593       1.7026       1.1389       1.9318
      33       1.5832       0.6809       0.8609       0.9887       1.1632
      34       2.7048       0.7436       1.8326       1.2456       1.6989
      35       2.2535       0.8235       2.4034       1.4026       2.2476
      36       1.9200       0.7160       1.3877       1.0782       1.5959
      37       2.2284       0.6904       2.0763       1.1487       1.6003
      38       1.7870       0.7827       1.5357       1.0643       1.5286
      39       1.7126       0.8518       1.3612       1.2189       1.4937
      40       3.3125       0.6449       1.9802       0.5149       1.5649
      41       3.9449       0.7167       1.6969       1.0599       2.3826
      42       3.8359       0.6065       2.0078       1.7443       2.0492
      43       3.5359       0.6975       2.0071       0.8833       1.6975
      44       3.7882       0.5205       1.6152       1.3520       1.6540
      45       4.2996       0.5149       1.8563       1.3224       1.5836
      46       4.1525       0.6342       1.7951       1.3223       1.8259
      47       4.0876       0.7629       1.1184       1.1501       2.1137
      48       4.8028       0.7708       1.7288       0.6896       1.6844
      49       5.5949       0.8510       2.4498       1.3494       1.8196
      50       4.2011       0.8756       1.3821       0.9445       1.7954
      51       4.1323       0.8879       2.5603       1.4716       2.0487
      52       3.8889       0.8260       2.2885       1.4496       1.9938
      53       3.7555       0.7720       1.7235       1.9778       2.1146
      54       4.5064       0.6684       2.3094       0.8404       1.8081
      55       3.9845       0.9236       2.2856       0.9282       1.7085
      56       3.6428       0.6675       2.2998       0.6565       2.1560
      57       2.6817       0.9631       2.0547       1.0465       2.5314
      58       3.0488       0.8983       1.7772       0.9386       2.2245
      59       3.3839       0.8363       2.0160       0.8439       2.3688
      60       4.4978       0.7671       2.1287       1.3247       2.6948
      61       4.0277       0.7236       1.8065       0.8591       2.3148
      62       3.5414       0.7536       1.6639       1.1904       2.1954
      63       3.5997       0.7970       1.6328       1.0827       2.1488
      64       3.2767       0.7664       2.1555       1.0805       2.1176
      65       4.3699       0.7663       2.3358       1.0466       2.1832
      66       5.1199       0.7690       1.7977       1.1806       1.5662
      67       4.3844       0.7319       2.0193       1.0931       1.8210
      68       4.1637       0.7403       1.7981       1.0134       2.3605
      69       3.5698       0.8184       2.0153       0.8651       2.4720
      70       3.1930       0.7946       1.9023       0.8511       2.4385
      71       4.4330       0.8801       2.1512       0.7223       2.0353
      72       4.8053       0.7941       1.8952       0.4874       2.5794
      73       4.1978       0.9535       1.7361       0.8973       2.6695
      74       3.7335       0.9068       1.5214       1.2470       2.2378
      75       3.9542       0.7083       1.9205       1.0983       1.6794
      76       7.8163       0.6679       2.9906       0.9571       1.7690
      77       9.6211       0.7154       3.2170       1.3099       1.6293
      78       9.1828       0.6921       3.1246       0.8386       1.9560
      79       9.4576       0.7978       3.3375       0.9121       1.7535
      80       8.8135       0.7769       2.2425       0.4649       1.9959
      81       8.5006       0.8099       2.8034       1.3907       1.6329
      82       8.1021       0.7092       2.7709       0.7969       1.7162
      83       7.9237       0.7556       2.1544       0.7364       1.8482
      84       8.4222       0.8816       2.7132       1.1468       1.9471
      85       8.9493       0.8765       2.4652       1.0235       2.2863
      86       6.8860       0.8574       1.8206       0.5474       1.4941
      87       7.7102       0.8348       2.3277       0.8219       1.7766
      88       6.9424       0.9302       2.0727       1.1371       1.6760
      89       8.4721       0.7348       2.5663       0.5746       2.0733
      90       8.1308       0.8694       3.0390       0.5971       1.5540
      91       6.9479       0.7445       2.5893       1.1292       1.5487
      92       7.1668       0.6791       2.1346       1.1785       1.6613
      93       6.2105       0.7365       2.3260       0.7641       1.7880
      94       5.0696       0.7613       2.1559       0.9501       1.7357
      95       5.1573       1.0141       1.9881       1.1242       1.7799
      96       7.4677       0.8172       2.7171       0.7614       1.8673
      97       6.7947       0.8222       2.8736       0.9174       1.6314
      98       5.2481       0.8008       2.4600       0.7751       1.7833
      99       5.5109       0.8641       1.9468       1.0394       2.0170
     100       8.1569       0.7815       3.1810       1.2005       1.9940
     101       6.6394       0.8298       2.5318       0.8432       1.6969
     102       5.2278       0.6886       2.4025       0.9283       1.7195
     103       7.6158       0.8188       3.3925       1.4967       1.6123
     104       7.2918       0.7009       2.8405       1.1946       1.6839
     105       5.8195       0.8975       2.1746       1.0456       1.9773
     106       4.5039       0.8065       1.8621       1.3660       1.7736
     107       4.3559       0.7477       2.0656       1.2672       1.6808
     108       3.1256       0.7639       1.6151       1.2181       1.7537
     109       3.1088       0.6683       0.9898       1.4423       1.9306
     110       3.0327       0.7217       1.2183       1.0159       1.8605
     111       2.1992       0.6081       1.3675       1.3368       2.0418
     112       3.8110       0.7018       2.4011       1.0744       2.2929
     113       2.2846       0.7528       2.0393       1.3977       2.2354
     114       3.1111       0.7785       2.5776       1.4634       2.1752
     115       2.4089       0.7371       1.8520       1.4710       2.3898
     116       2.8268       0.6829       1.4937       1.1084       2.0291
     117       3.9755       0.7078       1.2798       0.9805       2.3052
     118       2.9456       0.7388       1.8920       1.1377       2.3006
     119       3.2305       0.8358       1.8801       1.0557       2.7826
     120       3.0411       0.7091       1.5641       0.8726       2.1737
     121       1.8530       0.8054       1.1752       1.2350       2.1155
     122       3.4451       0.8407       1.2430       1.1251       2.3730
     123       2.4063       0.9623       1.6464       1.1298       1.7951
     124       2.6342       0.9064       0.9618       0.9344       1.7741
     125       3.1197       0.7310       2.1230       0.7706       2.2262
     126       4.7035       0.7786       2.0318       0.9613       2.1592
     127       3.5587       0.8060       1.5600       1.1693       2.1300
     128       4.7794       0.8183       1.7081       0.6875       1.5500
     129       3.4980       0.9910       1.6076       1.1999       2.3425
     130       3.1099       0.7692       0.8966       0.8802       1.5579
     131       3.5206       0.9973       0.8515       0.9697       1.4695
     132       3.8436       1.0535       1.4615       1.2807       1.9544
     133       4.4345       0.8143       1.0713       0.9863       1.1969
     134       5.2089       0.9526       1.1808       0.7849       1.7825
     135       5.0324       0.8401       1.4199       0.9560       1.3969
     136       6.8234       0.9378       1.7595       1.0554       1.1693
     137       6.4707       1.0706       0.8875       1.1924       1.5041
     138       7.9805       1.0718       0.9951       1.1544       2.0321
     139       8.2289       0.7925       0.7380       1.0782       1.5977
     140       8.7960       0.7522       1.6693       1.0142       1.7519
     141       9.0846       0.7846       1.1744       1.0687       2.1064
     142       8.1469       0.8710       1.8661       1.3508       1.8383
     143       6.3927       0.8113       1.8198       0.4689       2.3022
     144       7.1134       0.8367       1.0762       0.7328       2.1202
     145       5.7134       0.9697       1.5541       0.9175       2.0290
     146       6.9270       1.0106       1.1195       1.1329       2.1813
     147       6.8613       0.9382       1.5835       0.7183       1.8554
     148       8.5167       0.7627       1.9833       1.0622       1.9350
     149       8.6250       0.6988       2.1648       0.6223       1.9089
