#Frame           CRBN         BRD4      CRBNlig      BRD4lig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.2521       0.1770       0.6340       0.6179       0.7802
       3       1.3615       0.1834       0.7531       0.6029       0.8959
       4       1.4091       0.1796       0.7042       0.6524       0.8928
       5       1.4256       0.1826       0.7829       0.5790       0.8050
       6       1.4337       0.1868       0.8438       0.7603       0.7763
       7       1.4703       0.2801       0.8632       0.5719       0.9174
       8       1.4507       0.2768       0.9524       0.4364       0.6743
       9       1.4510       0.2801       1.0985       0.7051       0.7432
      10       1.4580       0.2900       1.1434       0.7156       0.9371
      11       1.4365       0.3004       0.9378       0.6489       0.8114
      12       1.4557       0.5285       0.9072       0.7576       0.9290
      13       1.4055       0.6375       0.9615       0.8369       0.9348
      14       1.6025       0.5737       1.1217       0.3790       0.8597
      15       1.7547       0.5649       0.9595       0.4751       0.8298
      16       1.8504       0.6057       0.9398       0.4650       0.7092
      17       1.7798       0.6915       1.5287       1.0928       1.7135
      18       1.5331       0.7012       0.7260       1.2649       1.5100
      19       2.0147       0.7349       1.0151       0.9991       1.1775
      20       1.7129       0.6274       0.8932       0.9473       1.8241
      21       1.2895       0.6534       0.7559       1.0701       1.2194
      22       1.8864       0.6956       1.3778       1.1166       2.0414
      23       1.8334       0.7131       1.2339       1.0772       2.1790
      24       1.5869       0.7249       1.2575       1.1969       2.5935
      25       2.0748       0.6557       1.2750       1.0835       2.0219
      26       1.9059       0.6713       1.4752       1.1873       2.1887
      27       1.5598       0.7702       0.9600       1.2023       2.1812
      28       1.6943       0.7845       1.2081       1.0152       2.2967
      29       1.4919       0.8210       1.3986       1.3073       2.2958
      30       1.5077       0.8738       1.1793       0.9332       2.3937
      31       1.8173       0.9175       1.5361       1.1000       2.1249
      32       2.1362       0.7518       1.5691       0.9586       2.4006
      33       1.7108       0.6040       0.9093       1.1793       1.9935
      34       2.0416       0.6877       0.9448       1.0896       1.9882
      35       2.3334       0.9011       2.0046       1.6267       1.7865
      36       1.4289       0.8036       0.6751       1.9049       2.6715
      37       1.8352       0.7590       1.2241       1.0522       2.2619
      38       2.0343       0.8293       1.2025       1.2397       2.8445
      39       1.8243       0.7659       1.3650       1.1670       2.2560
      40       1.5543       0.8360       1.2732       1.2028       1.9203
