#Frame           CRBN         BRD4      CRBNlig      BRD4lig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.5296       0.1517       0.9178       0.6722       0.7510
       3       1.6252       0.1829       0.9310       0.6181       0.8601
       4       1.6643       0.1758       0.9129       0.6818       0.7896
       5       1.6826       0.1736       0.9523       0.6520       0.8229
       6       1.7173       0.1777       0.9814       0.6784       0.8409
       7       1.7150       0.2962       1.2051       0.7328       0.9720
       8       1.7185       0.2576       1.3113       0.7426       0.9857
       9       1.6980       0.2673       1.4090       0.6820       0.9786
      10       1.6918       0.2688       1.2283       0.7578       0.9059
      11       1.6900       0.2730       1.1488       0.5802       0.9169
      12       1.9196       0.4940       1.6056       1.1416       1.4614
      13       1.9458       0.4948       2.5265       0.8775       1.5497
      14       1.7649       0.5478       2.0539       0.6924       1.7991
      15       2.0239       0.4848       2.3714       0.7429       1.8582
      16       2.1585       0.5665       2.6718       0.6705       1.6255
      17       2.3797       0.6748       2.0970       0.8658       1.3081
      18       3.0820       0.7417       2.1464       0.7491       1.4919
      19       4.1610       0.7866       2.6794       0.8415       1.4899
      20       2.8946       0.6626       2.2098       0.7706       1.7446
      21       1.7612       0.7215       1.1582       1.1263       1.7524
      22       2.4933       0.6875       1.5966       0.6721       1.5310
      23       3.0490       0.7852       2.3531       0.7561       1.7619
      24       3.5506       0.7447       2.4224       0.7477       1.7112
      25       3.0521       0.9143       2.5490       0.7129       1.6910
      26       3.1942       0.8864       2.5632       0.8414       2.0884
      27       4.1877       0.8077       2.5853       0.7160       2.0612
      28       2.9267       0.8293       2.2822       0.8492       1.5051
      29       1.7356       0.8660       1.4429       0.9181       1.4708
      30       1.8549       1.0496       2.1774       1.5578       1.6012
      31       1.6025       1.0190       1.4129       0.9289       1.5948
      32       2.2855       1.2724       1.1901       1.2083       1.8064
      33       1.9079       1.1189       1.5074       0.8644       2.0846
      34       2.1804       1.1136       1.8366       0.7381       2.0324
      35       2.6833       1.3577       1.7499       1.0834       2.1253
      36       1.8148       1.2488       1.6277       0.9381       2.2246
      37       2.3052       1.2182       2.5792       1.2076       1.9384
      38       2.8468       1.2439       2.9084       0.9499       2.1493
      39       2.1185       1.2492       2.3814       0.9928       1.9889
      40       2.0000       1.4621       2.3932       1.5512       2.1137
      41       2.0411       1.3082       2.3983       1.5235       2.7319
      42       2.0509       1.3806       2.4825       0.9473       1.9585
      43       2.4558       1.3727       2.3592       1.3412       2.3187
      44       2.3394       1.3811       2.2792       1.6222       1.9513
      45       2.6789       1.5270       2.1135       1.6646       1.9292
      46       3.1880       1.4609       2.7656       1.4392       1.7867
      47       3.1245       1.3383       2.2313       1.5381       2.0550
      48       4.6639       1.3414       2.5711       1.2785       2.4089
      49       3.1655       1.3016       1.6897       1.3633       2.5930
      50       2.7571       1.0980       0.8021       0.9632       1.7094
      51       2.6161       1.0527       0.7562       1.1852       1.9090
      52       2.7659       0.9816       1.2733       1.0242       2.0444
      53       2.1633       1.1460       1.7254       1.0275       2.0015
      54       3.4935       1.3050       1.3127       1.3095       2.2683
      55       5.5583       1.4699       2.5682       1.6554       2.6743
      56       4.2788       1.2085       1.9909       1.4480       1.7620
      57       5.6467       1.0767       2.9355       1.3607       2.1284
      58       4.9440       1.0635       2.7639       1.4121       2.0633
      59       4.7100       0.8997       2.6346       0.9531       2.2257
      60       5.0991       0.9918       3.1825       0.7092       2.3522
      61       4.5647       0.9245       2.8969       0.8964       2.3499
      62       4.6035       1.1122       2.4292       0.9462       2.3724
      63       3.7946       0.8110       1.8195       0.9959       2.6262
      64       3.6760       0.8929       2.3138       1.0633       2.3199
      65       2.9414       0.9883       1.4531       0.8790       1.8068
      66       2.4939       0.9696       1.7819       1.0347       2.1286
      67       2.9968       0.9140       1.9398       0.7216       2.0209
      68       2.6731       0.9471       1.2306       1.2809       1.6265
      69       2.3101       0.8178       1.7051       1.2512       1.8766
      70       2.3372       0.9296       1.4778       1.1011       1.5996
      71       4.1254       0.9199       2.6745       1.0433       2.4538
      72       2.8112       0.8239       2.2081       1.1210       2.3664
      73       2.3284       0.7538       1.5480       1.1541       2.2264
      74       3.1354       0.6297       1.8967       0.8848       2.1991
      75       3.7583       0.7752       1.8711       0.8516       2.2058
      76       5.0002       0.7899       2.2079       0.9201       2.1412
      77       5.6567       0.8087       2.5290       0.6731       2.1388
      78       5.2488       0.9586       2.8591       1.5231       2.6072
      79       4.4599       0.7642       2.9059       1.0030       2.4870
      80       3.9084       0.7372       2.0831       1.0614       2.1071
      81       2.4181       0.6712       1.2207       0.9601       1.7035
      82       2.1498       0.7853       0.9778       0.8551       1.5306
      83       3.8462       0.7439       1.3639       0.8808       1.8350
      84       4.8775       0.6845       1.5816       0.6507       1.9654
      85       3.1590       0.7585       0.7522       0.9360       1.5774
      86       3.2343       0.7045       1.8186       0.6623       1.9035
      87       5.1983       0.7693       2.5527       0.6141       2.3297
      88       4.3058       0.8401       2.1950       1.0938       1.8386
      89       3.2191       0.8359       2.3372       0.7691       2.2192
      90       3.5192       0.7786       1.8058       1.0402       2.0329
      91       3.1741       0.7939       1.6168       1.0031       1.9250
      92       3.7778       0.7441       2.0725       1.1778       2.4056
      93       3.2382       0.8155       1.6085       1.0091       1.7962
      94       4.5403       0.7901       1.8234       0.9467       1.5238
      95       4.3073       0.9192       0.8963       1.1670       1.8984
      96       4.4392       0.8430       1.5238       0.9941       1.7504
      97       4.4539       0.8267       1.0661       0.9191       1.5973
      98       4.0176       0.9318       1.6283       0.9748       1.7765
      99       3.8525       0.7485       1.0210       0.8573       1.6673
     100       2.8753       0.8665       0.7035       1.4696       1.4556
     101       4.7597       0.7170       1.0587       0.8416       2.0078
     102       4.5334       0.8180       1.5097       0.9293       1.8903
     103       4.0952       0.8439       1.4065       1.0180       1.6243
     104       5.0151       0.8447       1.8495       0.8880       1.8358
     105       4.4574       0.7740       1.8102       0.8979       1.8499
     106       4.8434       0.8113       2.3046       0.6393       2.4121
     107       5.6816       0.8908       2.1938       0.9931       2.2344
     108       4.7489       1.0005       1.6885       1.2569       1.6830
     109       6.0820       1.0067       1.7439       0.8873       1.5202
     110       5.0901       0.7165       2.1069       0.4934       1.9990
     111       4.5386       0.8214       1.9511       0.9027       1.6952
     112       3.8898       0.7134       0.9906       1.0543       1.5999
     113       4.7050       0.8177       1.4094       1.2164       1.7416
     114       5.2416       0.8036       1.3623       1.0591       1.9986
     115       4.7112       0.7717       1.7304       1.4359       1.6359
     116       5.3953       0.7095       2.0218       0.5080       1.8382
     117       5.6806       0.7287       2.5633       0.6331       2.1053
     118       3.9778       0.8662       1.3133       1.0348       1.7008
     119       4.1247       0.7756       1.6564       1.0008       1.6775
     120       3.9065       0.7591       1.4982       0.9610       1.8185
     121       4.4224       0.7080       1.2209       0.9846       1.5993
     122       6.1932       0.6253       1.7120       0.4963       1.5084
     123       5.9529       0.7809       1.7679       0.6137       1.8717
     124       7.6745       0.8116       2.5442       0.7722       2.2757
     125       6.0407       0.5771       1.2334       0.7551       1.6576
     126       5.3308       0.6555       1.4620       0.7264       1.7220
     127       4.2896       0.7812       0.9003       0.8044       1.6399
     128       3.7826       0.6979       1.3072       1.1117       1.4128
     129       3.6435       0.7366       1.1253       0.9480       1.1430
     130       4.1356       0.7574       0.8222       1.3436       1.9721
     131       2.7993       0.7576       0.7795       0.6945       2.1729
     132       3.0539       0.8937       1.2318       1.4883       1.8517
     133       2.4237       0.8661       1.8371       0.8547       2.0575
     134       2.3742       0.9734       1.2010       1.2119       1.8456
     135       2.4739       0.9623       1.0076       1.2117       1.4464
     136       3.0147       0.9066       2.2817       0.9095       2.7243
     137       3.4752       0.8608       2.4090       1.0181       2.2878
     138       3.0769       0.8199       1.9585       0.7911       2.2049
     139       4.1197       0.7333       1.5933       0.5776       1.5942
     140       2.4587       0.9239       1.4670       1.2188       2.0600
     141       2.7257       0.8689       1.9659       1.2357       2.2350
     142       2.6274       0.9093       1.9309       0.8579       2.4353
     143       2.7949       0.6890       1.4112       1.1160       1.8328
     144       4.0480       0.8747       1.9595       0.9418       1.9367
     145       2.6116       0.7412       1.5001       0.8821       1.7536
     146       2.9326       0.9086       2.3337       1.0523       2.2377
     147       2.6049       0.8931       2.3549       0.9020       2.2291
     148       2.6160       0.7661       1.6115       1.1842       2.0883
     149       3.3954       0.8711       1.5383       1.5278       1.8618
     150       3.0430       0.7991       1.5866       0.7949       1.5614
     151       3.5634       0.7634       1.6880       1.1360       1.8808
     152       3.4152       0.8449       1.3744       0.9018       1.7106
     153       2.6372       0.8279       0.8446       0.7788       1.6044
     154       3.1871       0.9336       1.1071       0.9739       1.2293
     155       3.5035       0.8912       1.1804       0.9535       1.7939
     156       3.6884       0.9279       1.8164       1.1394       2.0995
     157       3.3377       0.9323       2.0621       1.1865       1.8519
     158       2.8073       0.6904       1.1266       0.8817       1.9245
     159       5.3316       0.9926       1.5585       1.3164       2.3496
     160       4.1997       0.9502       1.6574       1.3313       2.5259
     161       5.2048       0.8917       2.4268       1.1474       2.9017
     162       3.9282       0.8568       1.4170       0.7954       1.7752
     163       4.9632       0.9399       1.8053       0.8334       2.1758
     164       4.5322       0.9601       1.6222       0.8510       2.8444
     165       4.5242       0.7120       1.6024       1.0890       2.3493
     166       6.0467       0.6548       1.8327       0.8878       1.5555
     167       8.0499       0.9046       2.6991       1.4403       1.8095
     168       7.4059       1.0011       1.9000       0.9264       1.9954
     169       7.2104       0.7383       2.2531       0.9153       1.7767
     170       7.1119       0.6254       1.8817       0.7211       2.2964
     171       5.4210       0.6809       2.2522       0.8053       2.0034
     172       5.8665       0.7840       2.2676       1.2251       2.3377
     173       5.3544       0.6842       2.3267       0.9790       2.2966
     174       5.4491       0.6800       2.9176       0.6798       2.0694
     175       5.5960       0.8461       1.9775       1.1355       1.6783
     176       6.7012       0.7655       3.1081       1.5443       1.9785
     177       6.9735       0.7233       2.5029       0.7423       1.9130
     178       7.1675       0.8772       2.8517       0.9458       1.2595
     179       5.9372       0.7743       2.4743       0.9265       2.1038
     180       6.3419       0.8665       2.8443       0.9323       2.4608
     181       7.5408       0.7467       2.9463       1.1615       1.7183
     182       6.0339       0.6340       2.9668       0.8513       1.7006
     183       5.2417       0.7221       2.4989       0.7484       1.6552
     184       6.5093       0.5664       2.5700       1.1175       1.8258
     185       5.3335       0.6342       2.4750       0.7136       1.9129
     186       7.4056       0.8687       2.1174       0.9629       1.4004
     187       7.9728       0.7204       3.1168       1.1285       1.8798
     188       7.0754       0.9912       2.7549       1.4393       1.6530
     189       7.6079       0.7635       2.4693       1.1303       1.6527
     190       7.2158       0.9402       3.0463       1.3159       1.7244
     191       7.8191       0.8232       2.3042       1.1123       1.7475
     192       7.0623       0.9622       1.7694       1.0451       2.0049
     193       8.0929       0.9102       2.3078       1.1959       2.5316
     194       9.7264       1.0219       3.3943       1.1901       1.9076
     195       9.3635       0.8262       2.7861       1.3642       2.9720
     196       8.6328       1.0287       2.9968       1.1125       2.3565
     197       7.2299       0.9324       2.7592       0.9979       2.3591
     198       6.9171       0.8223       1.9407       0.6457       2.1045
     199       7.3303       0.8517       2.8809       0.7357       2.6834
     200       6.4682       0.9028       2.3713       1.2165       2.3621
     201       7.2999       0.6935       2.7948       0.9706       2.3564
     202       5.7851       0.8425       2.1839       1.1858       2.3927
     203       6.9467       0.7607       2.4434       0.8932       2.5281
     204       7.7003       0.8351       1.3512       1.0198       2.3076
     205       6.2759       0.8402       2.1205       0.5479       2.2840
     206       6.4635       0.9477       1.6508       0.8212       2.5929
     207       7.0729       0.8853       1.4666       1.1738       2.3914
     208       6.1941       0.8420       1.8647       1.0345       2.5392
     209       6.2679       0.8158       1.8609       1.2332       1.8606
     210       5.6863       0.7498       1.8752       0.6030       2.3212
     211       6.1408       0.7862       1.5396       1.2653       2.6674
     212       6.3583       0.8195       1.8159       1.5482       1.6927
     213       6.3113       0.7139       2.3091       1.2556       2.2916
     214       4.8195       0.8533       0.9800       1.0377       1.7550
     215       5.6384       0.7745       1.4214       1.5328       1.4445
     216       6.2001       0.8202       1.4936       1.0550       1.3526
     217       5.2240       0.8956       1.4223       1.3634       1.9405
     218       5.5206       0.6688       2.0369       1.1842       2.2139
     219       6.6197       0.7393       2.7575       1.0580       2.0646
     220       5.8440       0.8430       1.9345       0.8322       2.2168
