#Frame           CRBN         BRD4      CRBNlig      BRD4lig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.4972       0.2230       0.7836       0.5466       0.7493
       3       1.5977       0.2262       0.9423       0.5787       0.8570
       4       1.6515       0.2294       1.0609       0.6981       0.8923
       5       1.6423       0.2161       0.8889       0.6067       0.8955
       6       1.6530       0.2190       0.8377       0.6028       0.9208
       7       1.6413       0.3160       1.1305       0.6317       0.8874
       8       1.6303       0.3221       1.1554       0.6091       0.9031
       9       1.6369       0.3335       1.0932       0.6973       0.9932
      10       1.6743       0.3400       1.1082       0.5979       0.8989
      11       1.6592       0.3271       1.1890       0.6678       1.0532
      12       1.8975       0.5980       1.0943       1.3556       2.0409
      13       1.7176       0.5761       0.9197       1.0982       1.4944
      14       1.7929       0.6760       1.1007       1.5965       1.6408
      15       1.8526       0.6846       0.9087       1.1675       1.4271
      16       1.6343       0.7457       0.8155       1.3336       1.6675
      17       1.7050       0.8134       0.8855       0.8466       1.2600
      18       1.6867       0.8460       0.4988       0.8845       0.9534
      19       1.8265       0.6860       1.3185       1.0211       1.6439
      20       1.5676       0.6682       0.9139       0.9897       1.2694
      21       1.9605       0.8582       0.7410       1.3818       1.0860
      22       2.2561       0.8616       0.6041       0.8714       1.3755
      23       1.8485       0.9819       0.7770       1.2211       1.3658
      24       1.5673       0.6535       0.8463       1.1530       1.2941
      25       2.1321       0.8401       0.8372       0.8944       1.3895
      26       2.1015       0.8500       0.9339       0.7062       1.2523
      27       1.7488       0.7777       0.4597       0.8032       1.1686
      28       2.0945       0.8782       0.5350       0.8157       1.0584
      29       2.4111       0.9829       0.6301       1.0919       0.8914
      30       3.3182       0.9642       0.7776       1.1013       1.1977
      31       2.1313       0.9708       0.6944       1.0716       1.1779
      32       1.6793       0.9750       0.6301       1.2065       1.3419
      33       2.1974       0.8453       1.2150       0.8682       1.1789
      34       2.5287       0.9760       1.0586       1.0046       1.4440
      35       2.4772       0.9836       0.6065       1.0166       1.1406
      36       2.2532       0.9437       0.6459       1.1630       1.1145
      37       2.0781       0.9250       0.5211       1.3229       1.3733
      38       1.8324       0.9436       0.6535       0.8662       1.2752
      39       2.0817       0.9603       0.8088       0.8543       0.9773
      40       2.5129       0.9547       0.8705       1.0567       1.0113
      41       1.6797       1.0547       0.7489       0.6589       1.1816
      42       2.6976       1.0781       0.7931       0.8398       1.1740
      43       2.0403       0.9096       0.8881       0.8483       1.1040
      44       2.1225       0.8603       0.7812       0.9014       1.0240
      45       2.5640       0.9615       1.3044       1.4719       1.6234
      46       2.4384       0.9820       0.9750       1.9184       2.1141
      47       2.1886       0.9191       0.6444       1.1922       1.5294
      48       1.7558       0.8416       1.0322       1.4857       1.8711
      49       2.4735       0.8883       0.8604       1.8229       1.4673
      50       3.2833       0.8547       1.8715       2.5449       2.8203
      51       2.2567       0.8877       0.6760       1.7494       1.2567
      52       2.2910       0.9366       0.5435       1.6020       1.7068
      53       3.0841       0.7709       0.9618       1.7380       1.7225
      54       2.7275       0.7955       0.9371       1.7299       2.0354
      55       1.8856       0.8191       0.8074       1.6246       2.4769
      56       2.4670       0.9012       1.1620       1.6198       2.6924
      57       2.3682       0.9689       1.0076       1.6764       2.2681
      58       2.3650       0.9035       1.1011       1.4407       2.3424
      59       3.2409       0.7594       1.2531       1.3328       2.1306
      60       3.1970       0.8518       1.6622       1.7591       2.7957
      61       3.0076       0.7607       1.0983       1.7089       2.1378
      62       3.2858       0.8871       1.1807       1.6358       2.2838
      63       2.7745       0.9355       1.2202       1.9909       2.6262
      64       2.7280       0.8242       0.9500       1.5187       2.1924
      65       3.0177       1.0238       1.3028       2.1488       2.8584
      66       2.6063       0.7657       1.0530       1.8307       2.5670
      67       2.6180       0.8320       0.9123       1.1843       1.9903
      68       2.2384       0.8559       0.8135       1.7561       2.1742
      69       1.9064       0.8151       0.8204       1.6595       2.3878
      70       2.4302       0.8325       1.0580       1.3893       2.1198
      71       2.4780       0.9793       0.9369       1.3235       2.3306
      72       2.6506       0.8849       1.2240       1.4076       2.3802
      73       2.6888       1.0802       1.4184       1.4896       2.5555
      74       2.1639       0.9954       0.9173       1.5887       2.1966
      75       2.1827       1.0449       1.4888       1.6560       2.7225
      76       2.1153       0.9333       0.5799       1.4417       2.1633
      77       1.5057       1.0877       0.9504       1.6936       2.4473
      78       2.3871       0.8732       0.8107       1.5103       2.1044
      79       2.3229       0.8653       0.8075       1.2268       1.8961
      80       2.4398       1.0109       0.8575       1.6029       2.3587
      81       1.5036       1.0336       0.7021       1.2001       1.8024
      82       1.9664       0.9910       0.9067       1.3469       2.0171
      83       2.7381       1.1008       1.1656       2.1137       2.5238
      84       2.5608       0.9494       0.8614       1.4506       1.9406
      85       3.0507       1.0169       1.0106       1.5586       2.0267
      86       2.5696       0.9132       0.7011       1.5068       1.9680
      87       2.0953       0.8498       0.6992       1.6076       2.1702
      88       2.8447       0.9079       1.1626       1.8706       2.3513
      89       2.7237       1.0636       1.3701       1.7865       2.4387
      90       2.5060       0.9997       0.6436       1.4890       1.8088
      91       2.6100       1.0278       1.1151       1.2987       2.1817
      92       2.5505       1.0487       0.9684       1.9285       2.3222
      93       2.3295       1.0078       0.6752       1.8384       2.3069
      94       3.3856       1.1225       1.2993       2.3385       2.7755
      95       3.0023       1.0966       1.1581       2.9307       2.0881
      96       2.9336       1.0908       1.0302       2.7602       2.5153
      97       1.9146       1.1432       1.0589       3.3417       2.1010
      98       2.4526       1.0209       1.1410       2.6152       1.8700
      99       2.7041       0.9857       0.9376       2.7648       2.1394
     100       2.7608       0.9852       1.1295       2.8561       1.8097
     101       2.4635       1.0398       0.9757       2.9553       2.0308
     102       2.9883       0.9450       0.8759       2.5747       1.6594
     103       1.9333       1.1019       0.8194       2.6458       1.2570
     104       2.6777       1.0551       1.1687       2.8579       1.5706
     105       2.1134       1.0651       1.1640       2.5901       1.3024
     106       2.9508       1.0252       0.7855       2.6031       1.6150
     107       2.2631       1.0329       0.5897       2.3471       1.2937
     108       2.7296       1.0371       0.9217       2.6595       1.8598
     109       2.2684       1.0400       0.4329       2.4590       1.4858
     110       2.2557       1.1120       0.8038       2.4588       1.5158
     111       1.5688       0.9811       0.9816       2.5445       1.6866
     112       2.0766       1.1261       0.7732       2.0697       1.2453
     113       3.7398       1.0425       0.9628       2.1928       1.6227
     114       3.1687       1.0903       1.4970       2.0095       1.3099
     115       2.8519       1.0018       0.6724       2.1925       1.5920
     116       2.4937       1.1407       1.0276       2.5005       1.1801
     117       1.6472       1.0703       0.9172       2.0377       1.4378
     118       2.5069       1.1717       0.6944       2.0325       1.9225
     119       2.2046       1.1215       1.1499       2.2941       1.7991
     120       1.7320       0.9526       0.6342       2.4909       1.7575
     121       1.8412       1.1714       0.8666       2.3793       1.5883
     122       1.6653       1.1145       0.6030       2.3895       1.5598
     123       2.3565       0.9903       1.1036       2.2966       1.4682
     124       2.5984       1.1503       0.7350       2.4714       1.8513
     125       1.7307       1.0216       0.7000       2.5268       1.6624
     126       3.0206       1.1589       1.4070       2.1173       1.5091
     127       2.1956       1.0625       0.8356       1.9234       1.7544
     128       1.7330       1.0378       0.8611       2.3705       1.2718
     129       3.7813       0.9399       1.2504       2.4171       2.0536
     130       2.3825       1.0564       1.3897       1.9798       1.8264
     131       2.5248       0.9277       1.3514       2.1364       1.5963
     132       2.9780       1.1221       1.1729       1.9316       1.1393
     133       3.9183       1.4031       1.3855       2.4800       1.3948
     134       2.9474       1.2579       1.1889       2.3592       1.5248
     135       3.5487       1.2230       1.2061       1.8959       1.1731
     136       3.5409       1.3472       1.4305       2.9516       1.9995
     137       3.4089       1.2590       1.9766       2.7321       2.1631
     138       3.7989       1.1710       2.1341       2.6828       2.0561
