#Frame           CRBN         BRD4      CRBNlig      BRD4lig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.4601       0.1807       0.8878       0.7816       0.8272
       3       1.5725       0.1808       1.0330       0.6555       0.8179
       4       1.6492       0.1726       0.8525       0.8193       0.9573
       5       1.6538       0.1738       0.9840       0.7485       0.8711
       6       1.6695       0.1930       1.0509       0.7365       0.8229
       7       1.6699       0.2641       1.3163       0.6423       0.8164
       8       1.7467       0.2815       1.4627       0.7798       0.8164
       9       1.6919       0.2654       1.4948       0.7276       0.8105
      10       1.6599       0.2959       1.3259       0.7842       0.9129
      11       1.6884       0.2732       1.3272       0.6864       0.8483
      12       1.6711       0.4724       2.0615       0.6386       1.6838
      13       1.9108       0.5109       1.9153       0.6428       1.6854
      14       1.8217       0.5663       2.0520       0.6315       1.9022
      15       1.8725       0.5325       1.8966       0.7111       2.0702
      16       1.8163       0.5752       2.5140       0.6695       2.2448
      17       2.1826       0.6070       1.3725       0.4676       1.8291
      18       2.1361       0.6545       1.2142       0.6356       1.8345
      19       2.5453       0.7364       1.0581       1.4528       1.3436
      20       2.9261       0.7085       0.8528       0.8809       1.1271
      21       2.3436       0.6947       1.4478       0.8319       1.1730
      22       1.8613       0.7503       0.9988       0.7474       1.1271
      23       2.4818       0.6181       1.3105       0.9947       1.4060
      24       2.3422       0.6514       1.1848       0.5807       1.3445
      25       2.9720       0.6418       2.1733       0.6514       1.5790
      26       2.5644       0.6205       0.9501       0.7216       0.9725
      27       2.2967       0.6894       0.8715       0.9069       1.2767
      28       2.2780       0.6016       0.8502       0.9429       1.2733
      29       2.3466       0.6589       1.0667       0.7405       1.2072
      30       1.9485       0.7807       1.6325       0.8060       1.3372
      31       3.5218       0.8089       2.6035       0.7901       1.9113
      32       2.3812       0.7183       1.9746       0.7233       1.5884
      33       2.1899       0.7106       1.7752       0.6743       1.4631
      34       1.9463       0.7002       1.8391       0.6684       1.5056
      35       2.2508       0.6363       1.3172       0.6694       1.3002
      36       3.4860       0.7792       1.9904       0.9045       1.5464
      37       4.0298       0.6928       2.0321       1.0271       1.3456
      38       2.6873       0.6330       1.4258       0.6603       1.5296
      39       3.6289       0.7288       2.1676       1.0735       1.7510
      40       3.2989       0.6761       1.8340       1.0814       1.5078
      41       4.3186       0.8140       2.4153       0.8358       1.5670
      42       4.5122       0.6966       2.2667       0.8102       1.5162
      43       4.5160       0.8636       2.0091       0.7347       1.5617
