#Frame           CRBN         BRD4      CRBNlig      BRD4lig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.5140       0.2335       0.8936       0.6467       0.8774
       3       1.6017       0.2216       1.0053       0.5880       0.9146
       4       1.6232       0.2277       0.9674       0.5688       0.8490
       5       1.6558       0.2442       0.9862       0.6019       0.8365
       6       1.6816       0.2301       0.9352       0.6137       0.8756
       7       1.6467       0.3044       1.2071       0.6237       0.9842
       8       1.6901       0.3269       1.1670       0.6448       0.7653
       9       1.6767       0.3159       1.3251       0.6476       0.8332
      10       1.7078       0.3317       1.2146       0.6764       1.0467
      11       1.7023       0.3199       1.2194       0.5421       0.9260
      12       1.5961       0.5811       0.9322       1.0721       0.9965
      13       1.5926       0.6495       0.8590       1.1252       1.1874
      14       1.4945       0.5493       1.3087       1.0165       1.3113
      15       1.4469       0.5628       0.9575       1.0740       1.3245
      16       1.5498       0.5663       1.0807       0.8479       1.2121
      17       1.3993       0.6764       0.6990       0.7610       1.3772
      18       1.3466       0.7109       0.9523       0.8094       1.1333
      19       1.0503       0.6647       0.2916       0.6572       0.7839
      20       1.5255       0.7876       0.9454       0.4543       0.7608
      21       1.0506       0.7102       0.6699       0.9525       0.9438
      22       1.7828       0.9617       0.5966       0.5837       0.7145
      23       1.8350       0.6770       0.8851       0.8000       0.9423
      24       1.7916       0.6519       1.2334       1.5827       1.1083
      25       1.2630       0.6112       0.9255       0.6846       1.0242
      26       1.6925       0.7981       0.9043       0.6995       0.7718
      27       1.4483       0.7700       0.7931       0.6600       0.7400
      28       1.2717       0.7896       0.9526       0.9408       0.8998
      29       1.5077       0.9239       1.6995       0.8092       1.1148
      30       2.0616       1.0077       0.9410       0.7075       0.7916
      31       1.9089       0.9946       1.6705       0.8805       1.2517
      32       1.8743       0.9812       1.2036       1.0255       1.0783
      33       2.4320       0.8197       1.2469       0.9086       0.8912
      34       2.7814       0.9177       2.1079       1.8039       1.6586
      35       3.4726       0.9471       2.2491       1.2068       1.9160
      36       3.6025       0.7863       2.0651       1.2131       1.8757
      37       3.3307       0.8036       2.4903       1.8255       2.4642
      38       3.2687       0.7285       1.9973       1.4361       1.6068
      39       3.6636       0.7125       2.0251       1.8199       1.7356
      40       3.2899       0.8372       2.1894       1.3953       1.5521
      41       3.0241       0.7587       2.3068       1.4104       1.6840
      42       3.2423       0.9101       2.2007       1.6981       2.1003
      43       3.4864       0.8543       2.0938       2.1202       1.8435
      44       3.3719       1.0566       2.2049       1.7483       1.8299
      45       4.0014       0.9728       2.4352       1.7006       2.1946
      46       2.8563       0.8605       2.1962       1.8020       2.1237
      47       2.9039       0.8760       2.1877       1.6285       1.5074
      48       4.0321       0.8599       1.6809       2.6624       2.3242
      49       3.8719       0.8103       2.4168       2.0300       2.1965
      50       2.5461       0.8469       1.8220       2.2504       1.9429
      51       3.1103       0.8241       2.2737       2.1492       2.4476
      52       3.0772       0.9339       2.3910       2.0580       2.5526
      53       2.9471       0.9488       1.8583       2.7349       2.3243
      54       2.4101       0.8641       2.1190       1.7584       1.9622
      55       2.8719       0.9432       2.5247       1.5242       2.0624
      56       2.8916       0.9026       2.3058       1.4845       1.7678
      57       2.7591       0.8398       1.9816       1.7055       1.7310
      58       3.0734       0.9258       2.2038       1.3058       1.7499
      59       3.4906       0.9110       2.8955       1.8232       2.4744
      60       3.1457       0.8148       1.8260       1.8466       1.8111
      61       3.6047       0.7714       1.9359       1.3925       2.2495
      62       2.9809       0.7516       2.3678       1.7652       1.5200
      63       2.7824       0.7467       2.6615       1.1480       1.8777
      64       4.3489       0.6666       2.6536       1.3012       2.1396
      65       3.6472       0.8037       2.7639       1.3432       2.1826
      66       2.9042       0.7506       2.0789       1.4651       1.7665
      67       3.1291       0.7667       2.6194       1.7907       1.6178
      68       3.1798       0.8097       2.5891       1.1388       1.9958
      69       3.1021       0.7341       3.1151       1.3986       2.3984
      70       3.3376       0.8221       2.4556       1.6489       1.9103
      71       4.7715       0.7039       2.7739       1.5013       2.4006
      72       3.9953       0.7766       2.5197       1.4343       2.0175
      73       3.5528       0.8078       2.6806       1.6361       1.8316
      74       2.9843       0.7242       2.1357       1.6147       1.8338
      75       3.6449       0.9244       2.4170       1.2931       2.2528
      76       3.9607       0.6978       2.9167       1.3078       2.5382
      77       3.3715       0.6784       2.3081       1.4179       1.9289
      78       3.9054       0.8409       1.9916       1.4620       1.9780
      79       3.3220       0.9477       2.4458       1.1543       2.2830
      80       3.1567       0.8625       2.7535       1.3503       2.5607
      81       3.0036       0.7738       2.2051       1.5154       2.4734
      82       3.8928       0.8063       1.8742       1.6231       2.1709
      83       3.6279       0.8103       2.4346       1.3801       2.1845
      84       3.7411       0.8863       2.3361       1.3949       2.1563
      85       3.5572       0.7983       2.5396       1.5135       2.1860
      86       3.1448       0.9232       2.8225       1.1726       2.7111
      87       3.6892       0.8506       1.7174       1.4360       1.6773
      88       3.9793       0.7691       2.3960       1.5873       2.3304
      89       4.0625       0.8163       2.4640       1.6042       2.1590
      90       4.2328       0.7965       2.3085       1.6278       2.1936
      91       3.9120       0.9025       2.0472       1.3748       2.0905
      92       5.4087       0.8083       1.9561       1.4261       2.0535
      93       4.7992       0.7889       2.3254       1.5847       2.0725
      94       4.3282       0.6994       2.6551       1.2994       2.1196
      95       4.7306       0.7254       2.5219       1.8344       2.2084
      96       4.2187       0.7063       2.4665       1.3155       2.1221
      97       5.1697       0.8184       2.7611       1.4178       2.1070
      98       4.3086       0.8223       2.8964       1.4752       2.3492
      99       3.9442       0.9077       2.7061       1.2700       2.3852
     100       3.9883       0.9484       2.5042       1.2843       2.5077
     101       4.4844       1.0010       2.1571       1.5130       1.7808
     102       4.5359       0.8440       2.2064       1.3394       1.9461
     103       4.5096       0.7713       2.3925       1.7196       2.0180
     104       4.8258       0.8669       2.0285       1.3204       2.0897
     105       5.0750       0.8572       2.8935       1.5499       2.3958
     106       4.9260       0.7351       3.0443       1.5876       2.6495
     107       4.7643       0.7736       2.6038       1.6233       1.9652
     108       5.0471       0.6576       3.0945       1.0327       2.4176
     109       4.5316       0.8454       2.8551       1.3361       2.2079
     110       5.4166       1.0125       2.8071       1.5001       2.8730
     111       4.4834       0.8542       2.7190       1.3403       2.9046
     112       3.6535       0.7461       1.8910       1.2106       1.8438
     113       3.5748       0.7355       2.3679       1.3179       2.0380
     114       3.9508       0.8338       2.4016       1.6203       1.9149
     115       3.7946       0.7704       3.0528       1.4106       2.3035
     116       3.6276       0.8387       2.6298       1.1674       1.9381
     117       3.0120       0.8057       2.4388       1.4075       1.6115
     118       3.5636       0.8625       2.2080       2.0729       1.7598
     119       3.5853       0.7047       2.3298       1.5520       1.8369
     120       4.2877       0.8517       3.1783       1.7298       2.9037
     121       4.2138       0.8650       2.1826       1.7068       1.9740
     122       4.0223       0.8832       1.6501       1.4538       1.4441
     123       3.9307       0.7817       2.2541       1.6641       2.0904
     124       4.9300       0.7018       1.9473       1.8704       2.0085
     125       2.8266       0.8877       2.0811       1.5761       1.5571
     126       3.5492       0.8918       2.1643       0.9843       1.8553
     127       3.1373       0.7788       1.9602       1.5522       1.9362
     128       3.4173       0.8836       1.4733       1.3409       1.6887
     129       3.5873       0.9134       1.9319       1.4486       1.8033
     130       4.0937       0.9196       1.4841       1.6994       1.6178
     131       3.5637       1.0201       1.5750       1.5768       1.6966
     132       3.2514       0.9669       2.0033       2.3057       1.0899
     133       2.8430       0.9721       2.0115       2.2583       1.7231
     134       2.4400       1.0211       1.3647       1.4426       1.0222
     135       2.8147       0.9796       2.3246       2.3010       1.5100
     136       3.0014       0.9876       2.0584       1.8898       1.8091
     137       3.0381       0.8440       1.9108       1.7248       1.9772
     138       2.9842       0.9261       2.1638       1.5376       1.5264
     139       3.2770       0.9629       2.2121       1.5621       1.8380
     140       3.7354       0.9984       2.5968       1.4333       1.8988
     141       2.9312       0.9516       2.1964       1.6268       1.9202
     142       2.8861       0.9797       1.9211       1.7258       2.0081
     143       2.7926       0.9979       2.1612       1.9453       1.8799
     144       3.3003       0.9630       2.7488       1.8611       2.2170
     145       2.8297       0.9421       2.0414       1.6217       1.8328
     146       2.7716       0.8753       2.3265       1.7638       1.8005
     147       3.5014       0.9246       2.5043       2.1512       1.9580
     148       2.9760       0.8869       2.4644       1.8427       2.1484
     149       4.0148       0.8148       1.9679       1.9494       1.6394
     150       3.5098       0.9337       2.6367       2.0413       1.8968
     151       3.8552       0.7934       2.3204       2.4021       2.2032
     152       3.9710       0.8633       2.5772       2.7015       1.7543
     153       5.4209       1.0192       3.2562       2.3708       2.5977
     154       5.9364       0.8204       3.5156       2.5259       3.2547
     155       5.0082       0.7786       3.2301       2.3295       2.2773
     156       4.2959       0.8541       2.6375       2.3516       2.4627
     157       4.5156       0.8545       2.6377       2.4145       2.3053
     158       5.3056       0.8929       3.4360       2.1052       2.8391
     159       5.1181       0.8611       2.5652       2.4215       2.2793
     160       4.9664       0.8870       2.9402       2.2325       2.8826
     161       4.8956       0.9256       2.8514       2.2527       2.2716
     162       6.3163       0.8802       3.9462       2.0570       3.1844
     163       5.4788       0.9050       3.6191       1.9401       3.1009
     164       5.2616       0.9407       3.1835       1.7894       2.7118
     165       5.4632       0.8397       3.5909       1.8349       2.7680
     166       4.8405       0.8229       2.8083       2.1238       2.1131
     167       5.4937       0.8911       3.2441       1.9969       2.6268
     168       4.7688       0.8268       2.8102       2.5450       3.0316
     169       4.2011       0.9330       2.5566       2.0464       1.9580
     170       3.7871       0.9847       2.4228       2.2279       2.5153
     171       4.0363       1.1125       2.4078       2.2433       2.7957
     172       3.3132       0.9290       2.3531       2.0628       2.1499
     173       3.6011       1.1076       1.4921       2.0675       1.8154
     174       4.0068       0.9658       2.5221       1.8852       2.9019
     175       2.7908       0.8519       1.8523       1.0178       1.8562
     176       3.1044       0.8417       1.4895       1.6215       1.6581
     177       2.8875       0.8489       2.1351       1.4702       2.0606
     178       3.7949       0.8815       1.4023       1.9753       1.3499
     179       2.4708       0.9123       1.7088       1.0680       1.6143
     180       3.0943       0.8451       1.4228       1.8634       1.7233
     181       3.4842       0.8505       2.1167       1.9828       1.7858
     182       2.6758       0.9109       1.7759       1.3355       1.5923
     183       2.8996       0.9096       1.2931       1.1303       1.8255
     184       2.5979       0.8898       1.7072       1.2102       2.0179
     185       2.3380       0.9092       1.5254       1.3428       1.4598
     186       2.9593       0.9652       2.1600       1.7373       1.9289
     187       3.2021       0.8424       2.0280       1.3725       1.8854
     188       3.1431       0.8560       2.0350       1.3163       1.9735
     189       3.0010       0.9631       2.2549       1.4514       2.9080
     190       4.2531       0.8778       1.9262       1.4744       2.5146
     191       4.8743       0.7810       2.1767       1.5383       2.2996
     192       4.1545       1.0055       1.6936       1.2791       1.8096
     193       3.3828       0.8847       2.0344       1.7875       1.9424
     194       3.5044       0.9337       1.9904       2.2776       1.7486
     195       3.6063       0.9322       1.8078       2.0917       1.8992
     196       3.6102       1.0305       2.3238       1.8401       1.9394
     197       3.3492       1.0794       1.8310       2.1560       1.6172
     198       3.6441       1.0892       1.4837       1.8707       2.3353
     199       3.4508       1.0400       1.3099       1.9199       1.2869
     200       2.2987       1.0131       1.0787       2.1988       1.3977
     201       2.2126       0.9898       1.8851       2.2606       1.7155
     202       3.1604       1.1010       2.0161       1.9221       1.8768
     203       4.1761       0.9841       1.7024       1.7871       1.8425
     204       4.8133       0.9478       2.2190       2.1969       2.6359
     205       3.3088       1.0408       1.0374       1.6025       1.2090
     206       2.7184       1.1407       2.0247       1.7175       2.1518
     207       3.1700       1.0474       2.3259       2.0757       2.4230
     208       2.5016       1.0376       1.9375       1.3486       2.3680
     209       2.8892       0.9711       1.8039       1.6361       2.0931
     210       3.8735       0.8506       2.4947       1.4541       2.5355
     211       3.3486       0.8989       2.5273       0.8884       2.0818
     212       3.5833       0.9102       2.0615       1.1163       1.7466
     213       3.7474       0.8728       1.9857       1.2908       2.0471
     214       3.0741       0.7496       1.9983       1.0913       1.7944
     215       2.7973       0.8643       1.4875       1.4383       1.8039
     216       3.1383       0.7640       2.3308       1.5076       1.9423
     217       2.9406       1.1040       1.6094       2.2697       1.9301
     218       3.4421       1.0535       1.5494       1.8899       1.9842
     219       3.2831       0.9697       1.7346       1.7970       1.4274
     220       3.1380       1.0993       1.7634       2.2109       1.9706
     221       3.9594       1.0801       1.3140       1.8797       1.5769
     222       3.4169       1.0582       2.2911       2.1738       1.9046
     223       3.5885       1.0331       1.7651       1.8102       1.8407
     224       3.4417       1.0852       2.3319       2.1095       2.1740
     225       4.6031       1.0466       2.7994       1.5360       2.0663
     226       4.1813       1.1133       3.4272       1.2788       2.4819
     227       4.0862       0.8655       2.5524       1.2050       2.2468
     228       4.9152       1.0198       3.1879       1.1579       2.8717
     229       3.9367       0.9746       2.2676       1.3925       2.3759
     230       3.4459       0.8932       1.9263       1.2732       1.4862
     231       3.6289       0.9256       2.6392       1.0738       1.7698
     232       3.8164       0.7895       2.8912       1.4144       1.7643
     233       3.3671       0.7431       2.5443       1.4249       2.0391
     234       3.3670       0.7651       2.2278       1.7409       1.8681
     235       2.9821       0.8234       1.8215       1.4966       1.8962
     236       2.5551       1.0865       1.4430       1.2605       1.5723
     237       4.1750       1.0157       2.1077       1.5680       1.7178
     238       3.0774       0.9890       1.6711       1.4232       1.6044
     239       2.6113       0.9283       1.8353       1.2940       1.7170
     240       2.6979       1.0540       2.0028       1.0949       1.5232
     241       2.8668       1.2438       1.8198       1.6465       1.8225
     242       3.4993       0.9526       1.6484       1.4851       2.1050
     243       2.9995       0.9727       1.8690       1.3625       2.1481
     244       2.6367       1.2351       1.5563       0.7882       1.3463
     245       4.2162       1.3480       1.5532       1.0565       1.7193
     246       4.6104       1.1804       1.7289       0.9513       1.8488
     247       3.1994       1.0507       1.8405       0.8219       1.9403
     248       2.8248       1.3804       1.6100       1.5041       1.7910
