#Frame           CRBN         BRD4      CRBNlig      BRD4lig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.3593       0.2347       0.7646       0.5248       0.7559
       3       1.5993       0.2301       0.9372       0.5603       0.7773
       4       1.6224       0.2109       0.9558       0.6105       0.7912
       5       1.6389       0.2414       0.9138       0.6651       0.8960
       6       1.6219       0.2172       0.8375       0.5592       0.8414
       7       1.6209       0.2834       1.0433       0.6246       0.9243
       8       1.6328       0.3018       1.1024       0.5505       0.7618
       9       1.6478       0.3414       1.2202       0.6955       0.9140
      10       1.6605       0.3397       1.1846       0.5844       0.9487
      11       1.6254       0.3521       1.1209       0.6560       0.8724
      12       1.5355       0.5672       1.1063       0.8179       1.0359
      13       1.5384       0.5883       1.1408       0.8660       1.3581
      14       1.5076       0.5429       1.0175       1.0009       1.2722
      15       1.5147       0.6094       0.9403       0.5735       1.1134
      16       1.6051       0.5617       1.0036       0.8001       1.2032
      17       1.9256       0.7840       0.9327       0.8756       1.0922
      18       1.2185       0.6408       0.8404       0.6316       0.7542
      19       1.9127       0.6446       0.9135       0.6376       0.9413
      20       1.4415       0.8538       0.5451       0.8457       0.9673
      21       1.1355       0.6379       0.8358       0.9134       0.8516
      22       1.2976       0.7534       0.3751       0.7951       1.0125
      23       1.5801       0.7144       0.5353       0.7715       1.2807
      24       1.9223       0.7952       0.7267       1.0272       1.2254
      25       1.0279       0.7412       0.5323       1.3588       0.9653
      26       1.4081       0.6192       0.6518       0.7645       0.6792
      27       2.3585       0.8733       1.1319       1.3472       1.0484
      28       1.2388       0.7445       0.9858       1.4205       1.3040
      29       1.8164       0.7526       1.7349       1.8470       1.4351
      30       2.2248       0.8852       1.3541       1.6467       1.2585
      31       1.3070       0.7915       0.5410       1.9776       1.0098
      32       1.5256       0.6636       1.4845       1.7733       1.2007
      33       2.1592       0.7606       0.8605       0.9917       0.9859
      34       2.4471       0.6532       1.2298       1.6864       1.1241
      35       3.0718       0.7384       1.1775       1.2319       1.2587
      36       2.7903       0.8176       1.1002       1.3050       1.0548
      37       1.7962       0.9462       1.2624       1.0859       0.9266
      38       2.4869       0.7900       0.7838       1.1053       1.0467
      39       1.9571       0.6681       0.6326       1.3688       1.0426
      40       2.5848       0.6642       1.1252       1.7296       1.2046
      41       3.0627       0.9822       1.5645       1.6979       1.2797
      42       2.1554       0.8912       0.9293       0.8445       1.4246
      43       2.2893       0.8773       0.6958       0.7451       1.0827
      44       1.7983       0.9020       0.8657       1.4852       1.0228
      45       1.9852       0.7396       1.0313       1.6545       1.9468
      46       2.4035       0.7796       0.6675       1.6402       1.8934
      47       2.8374       0.7513       1.5470       1.2153       1.2720
      48       3.0154       0.6684       1.2266       0.6408       1.5960
      49       3.1346       0.7932       1.0241       0.9791       1.6567
      50       4.0723       0.7474       1.4582       1.0985       1.2576
      51       3.4923       0.6342       1.3082       1.2230       1.1667
      52       2.7357       0.7360       0.8050       1.2840       1.2522
      53       1.8144       0.6209       1.2324       1.1857       1.4344
      54       3.5689       0.7779       1.5049       1.5033       1.4589
      55       3.6650       0.6646       1.5817       1.5687       1.6784
      56       4.3458       0.8828       2.3290       1.6499       1.9599
      57       3.3696       0.7572       1.8431       1.5395       1.7888
      58       4.3619       0.7732       1.9942       1.4434       1.4485
      59       4.8507       0.8192       2.6525       1.0068       1.6377
      60       4.3364       0.7878       1.5164       1.0871       1.4004
      61       5.1309       0.7714       1.7294       0.9550       1.4365
      62       4.7758       0.7785       1.7119       1.1626       1.3985
      63       2.7036       0.8963       1.2395       1.0911       1.0478
      64       3.8054       0.9052       1.6949       1.8599       1.6426
      65       2.6947       0.9385       1.1988       1.4748       1.7652
      66       2.7870       0.9246       1.3021       1.3968       1.4787
      67       3.9744       0.9270       1.4721       1.8182       2.2548
      68       2.7126       0.9395       1.7131       2.0729       1.9298
      69       3.6416       0.8853       1.4806       1.8482       1.8659
      70       3.2553       0.8681       1.7406       1.6659       1.8934
      71       3.2870       0.8340       1.9176       1.9279       1.5749
      72       4.1185       0.8871       2.3704       1.3495       1.7127
      73       5.6498       0.9246       3.5234       1.1108       2.1506
      74       4.5735       0.9739       2.8618       1.0777       1.8804
      75       4.0372       0.7941       2.5662       1.2808       1.5381
      76       5.0351       0.7756       3.2024       1.1205       1.9148
      77       5.8846       0.7880       3.1392       1.2858       2.0452
      78       4.6429       0.8530       2.8027       1.2551       1.8280
      79       4.7227       0.7056       3.1398       1.8457       2.2185
      80       4.7426       0.7464       2.3836       1.1498       1.7201
      81       4.6036       0.7681       2.7615       1.4391       2.2126
      82       4.4490       0.8227       2.3870       1.5230       1.6648
      83       3.7413       0.7574       2.1400       1.7017       1.8613
      84       4.8925       0.8469       2.4823       1.5491       1.7979
      85       4.8064       0.7923       2.8951       1.6314       1.6896
      86       5.1646       0.7552       3.3842       1.4569       1.7956
      87       4.4957       0.8271       2.8282       1.5155       1.5227
      88       4.3923       0.8012       2.7245       1.7930       1.6769
      89       3.5839       0.7548       2.5194       1.3967       2.1100
      90       3.4144       0.9167       2.3880       1.7089       1.7022
      91       4.0836       0.9196       2.1797       1.6511       1.8283
      92       3.8645       0.8726       2.8251       1.5144       2.0344
      93       3.8935       0.8420       2.9926       1.2119       2.0094
      94       3.4254       0.6828       2.1982       1.5996       2.0897
      95       4.9796       0.9139       2.7047       1.2776       2.2419
      96       3.3558       0.8318       2.4135       1.8411       2.9361
      97       3.9558       0.9585       2.7504       1.2771       2.2396
      98       3.1757       0.8607       1.9555       1.3860       2.7347
      99       2.4736       0.8677       1.5688       1.8147       2.7799
     100       2.7502       0.8244       2.2413       1.7777       2.5574
     101       3.8956       0.7813       1.7248       1.4366       3.1984
     102       4.2824       0.8475       2.0400       1.1811       2.5936
     103       2.8871       0.9316       1.7665       1.5638       2.1931
     104       3.0091       0.8483       2.0745       1.7894       2.8384
     105       3.7145       0.9115       1.6229       1.5033       2.9752
     106       3.3273       0.8715       1.6400       1.4130       2.0225
     107       4.1913       0.8289       2.1542       1.3614       1.8930
     108       4.3866       0.9548       1.9099       1.9040       2.3818
     109       3.7394       0.9510       1.7444       1.4397       1.9395
     110       4.1151       0.9221       2.0705       2.0718       2.5488
     111       3.7127       0.8591       2.0041       1.3954       2.3472
     112       3.8990       0.7795       1.9805       1.6673       1.9267
     113       3.2638       0.8700       1.9504       1.7737       2.2286
     114       3.2561       0.8856       2.2212       1.8311       2.0902
     115       4.3368       0.8217       2.3623       2.4399       2.5011
     116       4.1211       0.8630       3.0251       2.3082       2.3523
     117       3.7776       0.9076       2.4105       1.8595       2.3462
     118       3.3064       0.9083       2.5316       2.5070       2.1117
     119       3.6277       0.7790       2.7675       2.3625       2.3809
     120       2.7672       0.7391       2.0241       2.4212       2.2004
     121       3.2579       0.8097       1.7751       1.5507       1.7552
     122       3.2397       0.9320       2.3825       1.5068       2.1606
     123       5.2550       0.9473       3.1041       1.7379       2.0847
     124       4.9072       0.8682       2.7678       1.6162       2.7699
     125       3.9939       0.7233       2.8635       1.2647       2.1234
     126       3.9407       0.8757       3.1106       1.5783       1.8130
     127       4.4142       0.7249       3.4780       1.8096       2.4458
     128       3.5128       0.8809       2.7301       1.6398       2.0439
     129       2.9878       0.9194       2.0384       2.0340       2.2686
     130       2.5898       0.7390       2.2052       1.7569       1.9959
     131       3.1360       0.7734       2.7295       1.6760       2.4430
     132       3.4435       0.7964       2.1845       2.1302       2.3913
     133       3.3172       0.8349       2.1384       3.0023       2.4856
     134       4.5666       0.8511       3.4727       2.5967       2.2659
     135       3.4349       0.8440       2.7120       2.6374       2.3960
     136       4.0690       1.0831       2.4039       2.4523       2.5893
     137       4.5907       0.9394       3.1455       2.7926       2.5425
     138       4.9885       0.8148       3.0836       2.6913       2.8259
     139       3.6530       1.0953       2.9210       2.8614       2.2839
     140       3.5032       0.8252       3.3811       2.7373       2.4434
     141       3.3071       0.8089       2.6446       2.5275       2.2149
     142       4.3381       0.8354       3.2756       2.7708       2.2448
     143       3.7437       0.9368       2.3515       1.9763       2.1811
     144       3.8346       0.9135       2.7767       2.1165       2.0066
     145       3.8580       0.7638       2.4387       1.9868       2.7465
     146       3.5346       0.9953       2.1269       1.5762       2.3535
     147       3.0058       0.9079       2.7245       1.8008       2.2733
     148       3.2402       0.9562       2.4386       2.3653       2.1420
     149       3.6069       1.0095       2.2051       2.8820       2.4246
     150       3.1083       1.1692       1.8531       2.7821       2.4394
     151       4.0211       1.2483       2.0560       2.5783       2.2389
     152       3.0693       0.9325       1.9722       1.7875       2.4089
     153       3.1696       1.1286       1.8992       1.9582       2.2009
     154       2.9144       1.2493       2.3093       1.5681       2.1086
     155       3.7695       0.8624       2.7523       2.8649       2.6328
     156       4.9855       0.9793       3.2230       2.1308       2.5793
     157       5.4379       0.9618       3.2489       2.8828       2.6385
     158       5.1098       1.0073       2.5979       2.6094       2.3217
     159       3.6151       1.1457       2.5290       2.4335       2.5152
     160       4.1892       0.9671       2.3348       2.4050       2.3741
     161       5.1857       1.1506       2.1379       3.0887       3.0493
     162       3.9913       1.0368       2.1154       2.7109       2.4251
     163       3.8548       1.0184       2.3276       2.1815       2.0188
     164       4.6436       0.9371       2.5166       2.6133       2.3838
     165       4.9653       0.9639       2.8846       1.7888       2.2092
     166       3.5498       1.0987       2.4650       2.6669       2.5866
     167       4.4310       0.8991       2.9502       2.7285       3.0307
     168       4.9987       0.9892       2.9021       2.6493       3.0217
