#Frame           CRBN         BRD4      CRBNlig      BRD4lig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.3389       0.1747       0.7700       0.6456       0.6829
       3       1.4400       0.1780       0.8340       0.7179       0.7411
       4       1.4876       0.1744       0.8338       0.6367       0.7135
       5       1.5244       0.1801       0.7674       0.6907       0.8386
       6       1.5374       0.1908       0.9413       0.6865       0.7234
       7       1.5921       0.2830       1.1402       0.7319       0.7886
       8       1.5233       0.2736       1.0008       0.6143       0.7464
       9       1.5246       0.2947       1.0570       0.5260       0.7340
      10       1.5423       0.2824       1.0408       0.6788       0.7043
      11       1.5358       0.2987       1.1326       0.7461       0.6864
      12       1.3106       0.5083       0.9656       0.6200       0.8938
      13       1.5476       0.5688       1.6534       0.7374       0.8359
      14       1.5748       0.5194       1.6278       0.4415       0.8412
      15       1.6039       0.4471       1.7815       0.6536       0.9948
      16       1.5563       0.5263       1.4017       0.6087       0.7936
      17       1.7840       0.6573       1.2656       0.6796       0.7311
      18       1.5993       0.6492       1.5492       0.3610       0.7280
      19       2.0472       0.7245       1.1607       0.5388       0.8406
      20       2.5681       0.6704       2.0304       0.7338       1.6347
      21       1.4411       0.7318       1.1135       0.5794       1.1763
      22       2.0085       0.8569       1.5053       0.6693       1.1948
      23       2.1465       0.8108       1.3679       0.6280       1.0653
      24       1.6623       0.8959       1.1152       0.7636       0.9998
      25       1.7527       0.8414       1.1799       0.7139       1.1313
      26       1.7346       0.7910       1.0361       0.7304       1.1685
      27       2.0598       0.6304       1.1178       0.6776       0.9101
      28       1.9696       0.6876       1.0712       0.6825       1.0777
      29       2.1275       0.7105       0.9200       0.5797       1.4012
      30       1.8910       0.7029       1.2340       0.7666       1.1568
      31       2.9978       0.7310       0.6367       0.9480       1.0466
      32       2.8063       0.6543       0.8413       0.7656       0.9422
      33       2.9148       0.7540       0.9564       1.3282       1.2941
      34       2.0561       0.7975       1.6152       0.8728       1.4257
      35       2.3011       0.6865       0.7183       0.6840       0.7929
      36       2.7834       0.6840       1.1027       0.9396       1.2416
      37       2.4722       0.7280       0.8142       0.8605       1.0496
      38       2.6768       0.7841       0.6154       0.7530       0.6158
      39       2.2977       0.8442       1.1042       0.6367       0.9043
      40       2.0224       0.8081       0.6211       0.8956       0.8949
      41       1.6043       0.8497       1.0390       0.6657       1.2115
      42       2.0112       0.7485       1.2464       0.8152       1.0092
      43       2.0745       0.8419       0.6726       0.8522       0.6894
      44       2.1809       0.8035       1.5050       0.8593       1.2855
      45       1.8726       0.9026       1.2779       0.5950       1.1490
      46       1.9176       0.7745       1.2683       0.8918       1.1034
      47       2.0291       0.8332       1.9779       0.8052       1.3233
      48       1.9892       0.9270       1.3070       0.7672       1.3207
      49       1.7423       0.7999       0.8239       0.7162       0.9897
      50       2.2666       0.9279       1.0153       0.4796       0.9553
      51       3.0472       0.9462       1.8335       0.9520       1.6209
      52       2.1823       0.9132       1.7311       1.0683       1.9643
      53       2.0019       0.8204       1.3969       0.7642       1.2896
      54       2.0905       0.8764       1.1953       0.8787       1.2210
      55       1.8176       0.8780       0.8283       0.7716       1.1263
      56       1.7770       0.8861       1.1813       0.7460       1.0951
      57       1.5733       0.8718       0.9266       0.8508       0.8403
      58       1.8215       0.7999       1.0566       0.8134       0.9645
      59       2.1446       0.7889       1.4175       0.9358       1.2017
      60       3.5562       0.7373       2.3197       0.5557       1.6614
      61       2.2530       0.9975       1.3740       0.5779       1.3011
      62       2.1967       0.8477       1.6162       0.6798       1.2356
      63       2.3587       1.0209       1.5906       0.9205       1.5281
      64       2.3683       0.8403       1.9030       0.7217       1.6075
      65       3.0050       0.8219       1.6901       0.6632       1.4371
      66       2.6700       0.8577       2.0675       1.2619       1.9455
      67       2.9613       0.8603       1.4007       1.2835       1.5079
      68       2.8600       0.7718       1.8782       1.0401       1.7049
      69       4.1535       0.8483       3.0161       0.8370       1.5944
      70       2.9238       0.7441       2.0244       0.9863       1.6044
      71       3.1945       0.8164       2.4187       1.3137       1.5471
      72       3.4109       0.7919       1.8205       0.9633       2.0718
      73       4.3511       0.7531       2.3890       1.0689       2.3089
      74       3.0642       0.7928       1.4558       1.1635       1.9427
      75       1.7999       0.8422       1.1563       1.2509       1.4430
      76       2.5822       0.9374       1.9222       1.0057       1.4988
      77       2.3836       0.6760       1.4493       0.6679       1.7753
      78       3.0349       0.8940       2.0140       1.0273       1.0884
      79       2.5270       0.9493       1.6858       0.7616       1.4815
      80       2.7317       0.7982       0.8715       0.9280       1.0465
      81       1.9294       1.0134       0.8641       0.9574       1.6325
      82       1.8344       0.7718       1.0037       0.8520       1.0425
      83       2.0323       0.7831       1.5580       0.8343       1.0024
      84       2.0758       0.8273       0.6652       0.8627       0.9208
      85       2.0607       0.7870       0.6328       1.2735       1.0684
      86       1.8183       0.7494       0.5897       0.6590       1.2491
      87       2.0223       0.8393       1.0557       0.7546       0.9390
      88       3.7423       0.7690       1.7946       0.8982       0.9471
      89       1.9469       0.8916       1.0412       0.7242       1.1196
      90       1.7057       0.7669       0.6472       0.9196       1.2347
      91       2.4709       0.9341       1.2348       0.8930       1.4100
      92       1.7566       0.9416       0.7412       0.8585       1.0445
      93       1.6023       0.8593       0.6274       0.9715       1.1786
      94       1.7871       0.7833       0.6918       0.6328       0.9947
      95       1.7252       0.9481       0.6696       0.9545       1.1469
      96       1.9723       1.0562       1.3870       0.5566       1.1502
      97       1.8746       0.7942       0.7801       0.5361       1.0901
      98       2.1157       0.8464       0.9602       0.5338       1.3467
      99       2.4712       0.8755       1.0330       0.8389       1.2607
     100       1.9689       0.8661       0.5680       0.8090       1.0820
     101       2.8240       1.0200       1.2123       0.7819       1.2557
     102       2.3672       0.9206       1.1388       0.7593       1.5334
     103       2.9512       1.0870       0.8629       1.1554       1.5366
     104       1.8865       0.8508       0.8199       0.4833       1.0706
     105       1.7783       0.8380       0.6363       0.8719       1.0286
     106       2.3014       0.7357       0.8921       0.5777       1.0203
     107       1.9461       1.0040       0.9271       1.2411       1.3736
     108       2.4975       0.9518       1.0574       0.7536       1.1349
     109       2.0021       0.8516       0.7760       1.0537       1.0368
     110       1.8011       0.9711       1.0357       1.0547       1.1653
     111       2.2012       0.8286       0.7137       0.8708       1.1769
     112       2.6762       0.8080       0.6242       0.8869       0.8871
     113       3.7713       0.7658       1.2859       0.4885       1.4246
     114       2.0961       0.7795       0.7565       0.7240       1.0550
     115       4.1432       0.9121       1.5150       0.8990       1.3041
     116       2.7654       0.7590       1.2100       0.9136       1.3163
     117       2.1813       0.9510       1.0019       0.6642       1.3212
     118       3.9246       0.9429       1.5997       0.5857       1.0382
     119       4.7656       0.8431       1.5812       0.5204       1.7481
     120       5.1659       0.8816       1.7152       0.7951       1.7593
     121       3.3726       0.9290       1.8381       0.3411       1.7739
     122       2.7101       0.8093       1.3410       0.5306       1.6622
     123       2.2665       0.9427       1.0564       0.8371       1.6633
     124       2.6720       0.9558       1.1997       0.6276       1.6281
     125       3.0925       0.9167       1.3639       0.7376       1.7027
     126       3.3348       0.8349       1.1761       0.5149       1.6545
     127       5.0054       0.7882       1.7983       1.0035       1.9519
     128       4.2016       1.0187       1.0820       0.6543       1.8950
     129       3.1692       1.0268       1.3174       1.2091       1.8523
     130       2.0060       1.0743       0.8706       1.6823       2.1197
     131       3.3217       0.9822       1.0189       1.5089       2.4472
     132       2.3037       0.8159       0.6557       1.3619       1.9606
     133       2.1485       1.0073       0.6750       1.1546       1.3381
     134       2.0531       1.0666       1.3911       1.4074       1.9164
     135       2.6819       1.0039       1.2426       1.7852       1.8940
