#Frame           CRBN         BRD4      CRBNlig      BRD4lig       linker
       1       0.0000       0.0000       0.0000       0.0000       0.0000
       2       1.4403       0.1713       0.8770       0.7447       0.7338
       3       1.5711       0.1712       0.8903       0.7862       0.8906
       4       1.6173       0.1778       0.9639       0.7325       0.8536
       5       1.6339       0.1668       1.0131       0.7728       0.9164
       6       1.6533       0.1680       1.0231       0.7817       0.8353
       7       1.6690       0.2771       1.1994       0.7442       1.0983
       8       1.7223       0.2527       1.3639       0.8601       1.0569
       9       1.6591       0.2635       1.3784       0.8168       0.9441
      10       1.6841       0.2699       1.2559       0.9423       1.0983
      11       1.6720       0.2635       1.3903       0.9520       1.0594
      12       1.5337       0.5235       1.4592       0.7094       0.8626
      13       1.5087       0.5230       1.2577       0.9819       1.4741
      14       1.4536       0.5350       1.2558       0.9529       1.0541
      15       1.6106       0.5938       1.5159       1.1413       1.3614
      16       1.6755       0.5668       1.6351       1.3293       1.3343
      17       1.5217       0.5620       1.0095       1.1561       1.0225
      18       1.3210       0.6250       1.3742       1.0384       1.3498
      19       1.6247       0.7408       1.2888       0.8899       1.0997
      20       1.2497       0.6313       1.1819       0.5707       0.8784
      21       1.9587       0.6348       2.3090       0.7508       1.0820
      22       1.7124       0.5801       1.4038       0.9537       1.4747
      23       2.1597       0.5854       0.7896       1.1066       1.2267
      24       2.2370       0.5724       1.2982       1.1135       0.9874
      25       1.5057       0.7772       0.9441       0.9167       1.3305
      26       2.2660       0.8318       0.9644       1.1259       0.9492
      27       1.9434       0.9327       0.6728       1.4843       0.9382
      28       2.4281       0.8999       1.0611       1.2160       1.3230
      29       2.1368       0.8496       1.0892       1.6865       1.0734
      30       2.0454       0.8726       0.9018       0.9231       1.1890
      31       1.9814       0.8776       0.8495       1.2296       0.9723
      32       2.4024       0.9529       0.8734       1.1271       1.4103
      33       1.5359       0.7688       0.4631       1.1995       1.1449
      34       2.3009       0.8401       1.2487       0.9169       1.3483
      35       3.0508       0.9347       1.5860       0.8156       1.5882
      36       1.4664       1.0061       0.7508       0.8231       1.4470
      37       1.5936       0.9595       0.7029       0.7594       1.4237
      38       1.8650       0.9520       0.9409       0.7495       1.2036
      39       2.7945       0.9925       0.9315       1.1781       1.0830
      40       2.0536       1.0137       0.6263       1.0147       1.1011
      41       1.7287       1.0757       0.6933       1.0404       1.9493
      42       1.5091       1.0221       1.1635       1.1557       1.7077
      43       1.8504       1.0807       1.2419       0.9223       2.0553
      44       2.0029       0.9909       0.9568       0.8260       1.1446
      45       2.3854       0.9991       0.7938       1.4721       1.3931
      46       1.6503       1.0431       0.6371       0.9933       1.6713
      47       2.5295       1.0596       1.1780       1.0238       2.2939
      48       2.0475       1.0199       1.9598       0.7349       2.2406
      49       1.7902       0.9979       1.2372       1.2117       1.3436
      50       2.0637       0.9236       0.9594       0.8910       1.4998
      51       2.3727       1.1061       1.4471       1.0037       1.6498
      52       2.8736       1.1282       1.8441       0.7796       1.2597
      53       2.1101       0.9271       0.8465       1.0102       1.0387
      54       2.3383       1.0213       0.8560       1.0312       1.3607
      55       2.5935       0.9526       1.6051       0.9213       1.3052
      56       2.9226       0.9493       2.0646       0.6529       1.5260
      57       1.9428       1.0118       0.9616       0.8646       1.1450
      58       1.5861       1.0340       1.0192       1.1671       1.1335
      59       2.2962       0.9767       1.3308       1.3439       1.7690
      60       2.3640       1.0328       0.8264       1.1043       1.0815
      61       2.4871       1.0326       1.0255       1.2007       1.3280
      62       2.1137       1.1061       0.5504       1.0451       1.1816
      63       2.5658       0.9597       0.9959       0.8944       1.2849
      64       2.0062       0.9122       1.1803       0.8639       1.3370
      65       2.7797       1.1009       1.3048       0.9704       1.4065
      66       1.9987       1.0514       1.0057       0.9591       1.5612
      67       3.1852       0.9682       1.5380       1.0744       1.1762
      68       1.6412       1.0154       0.6123       1.1294       1.4704
      69       1.9420       1.1023       0.6325       1.2414       1.1271
      70       2.3819       1.0130       1.5176       0.8624       1.8540
      71       2.1264       1.0234       0.7452       1.3546       1.4803
      72       2.1692       1.0730       1.5962       1.1136       2.2683
      73       2.0976       1.1403       1.8675       0.6293       1.9211
      74       2.2676       0.9277       1.5763       0.8875       1.9749
      75       2.6495       0.9487       1.9023       0.6720       2.1542
      76       2.5251       1.0567       2.0934       0.8420       2.3246
      77       2.4034       1.1122       1.4746       1.0149       1.4056
      78       2.1072       0.9771       1.1837       0.8282       1.4173
      79       1.9810       1.0099       1.4697       1.1125       1.5244
      80       1.9555       0.9649       1.1669       1.2857       1.0039
      81       2.0074       0.8941       1.0954       1.0854       1.1595
      82       2.5418       1.0424       1.5360       1.3033       1.7355
      83       3.7623       1.0131       2.4830       1.3051       1.8430
